id,accommodates,bedrooms,beds,description,number_of_reviews,num_host_response_rate,num_price,cat_price
48069573,1,1.0,1.0,"When you submit a request, please tell me about yourself and why you will be in town.  <br /><br />Suitable for only one person.  <br /><br />No pets of any kind.  Fully Furnished room, private bath, closet.   Very upscale neighborhood.  <br /><br />Share home with 2 others - one being the homeowner.  Kitchen and laundry room access included.  <br /><br />Consideration of 2 other male lodgers (including the owner) is a priority, including slamming or closing of doors.<br /><br />Owner has two indoor only geriatric cats.  <br /><br />Street parking only.<br /><br /><b>The space</b><br />My home is just a few blocks from the freeway so its close to anything you may want to do.   <br /><br />Additionally, it's very close to Disney, Warner Bros, and Universal Studios, and Dreamworks.  <br /><br />Downtown Glendale is walking distance and Downtown Los Angeles is very close.  <br /><br />Glendale Adventist Hospital is about 2 miles away.  <br /><br />We are fully CDC and State COVID complian",2,100.0,60.0,low
32849411,2,1.0,1.0,"可背包入住適合短租代產旅遊或覌光 环境安静 可以走路到超市 学校公园 幼儿园 近中国 超市餐厅 购物方便 网络电话 电视 水电 厨具 全包有租车 产前产后接送<br /><br /><b>Guest access</b><br />House Rules:<br /><br />This is a shared house, please wear your mask<br /><br />Also since it is a shared house, please ask the others if you can use their things<br /><br />Lock doors when you enter and leave the house<br /><br />Light cooking, there is also arecommended to use microwavelt only . Can't use kitchen after 9pm<br /><br />You can put your food in fridge ""A""<br /><br />Don't throw food in the sink and clean after yourselves<br /><br />10pm is when it needs to be quiet and can't be in the living room/kitchen <br /><br />No smoking, no parties, don't be too loud<br /><br />Washer/dryer is in the garage, do not wash clothes more than twice a week<br /><br />Check out time is 11am and take all your belongings including trash and food <br /><br />When your stay is over, put the keys in the room, unlocked<br /><br />Brown trash bin is for garbage and blue trash bi",10,100.0,35.0,low
8367953,3,1.0,2.0,"Spacious 500 sqft detached guest house with beautiful views behind an Italian villa. Cozy and clean. One king and queen size bed. Fully equipped kitchenette. Elegant backyard with Mediterranean flavor equipped with a grill, wood oven, and a large pool.<br /><br /><b>The space</b><br />Separate second-story private entrance. Very calm and comfortable environment. Beautiful mountain views in one of the most charming neighborhoods of Burbank. <br /><br />A short 10 minute walking distance to Downtown Burbank, the Burbank Mall, and other shopping & entertainment. Several options for food and drinks including Starbucks, In n Out, Shake Shack, and restaurants like the Boiling Carb, Yard House, and many more.<br /><br />As a retired chef, I offer a traditional Italian pizza experience. Enjoy watching or making pizza in our authentic wood fire oven with quality Italian ingredients. Cost is $35.00 per person, includes pizza, wine and salad . Please inquire for more details.<br /><br /><b>Guest ",275,90.0,119.0,low
50425747,5,3.0,4.0,Beautiful recently remodelled penthouse apartment recently renovated with tall ceiling open light unit. This home is beautifully furnished with designer furniture. 5 mins from rodeo dr and shopping boutiques. lovely tree lined street in affluent area. 1 car garage parking . this is a short term rental 30 day min.<br /><br /><b>The space</b><br />This apartment feels like an actual home. Its large enough to accommodate a big family. Furnished with 3 large bedrooms and 3 bathrooms.,0,43.0,180.0,high
43667933,9,3.0,5.0,"PROPERTY HAS BEEN CLEANED AND DISINFECTED IN ACCORDANCE WITH CDC GUIDELINES <br /><br />Every ZANOZA home is fully furnished and includes:<br />- 24/7 CUSTOMER SUPPORT VIA TEXT, EMAIL OR PHONE<br />- ON-CALL HANDYMAN<br />- FULL KITCHEN STOCKED WITH ALL ESSENTIALS, FROM COFFEE TO COOKWARE<br />- LUXURY TOWELS, LINENS AND BEDDING<br />- BATHROOM ESSENTIALS <br />- OUTDOOR BBQ GRILL<br />- OUTDOOR FURNITURE<br />- WASHER/DRYER<br />- ROKU HD TVS WITH NETFLIX & AMAZON PRIME STREAMING<br />- HIGH-SPEED 100 MBPS WIFI<br />- PETS WELCOME<br />- AND MORE!<br /><br /><b>The space</b><br />PROPERTY HAS BEEN CLEANED AND DISINFECTED IN ACCORDANCE WITH CDC GUIDELINES AND AIRBNB ENHANCED CLEANING PROTOCOLS.<br /><br />This spacious, elegantly designed home sits on a large, quarter-acre lot with a swimming pool and sizeable patio area in the back. Come and fall in love with the charming wooden floors, wall ornaments, and cabinets around the house. <br />Take the party down to the game room and unwin",16,100.0,319.0,high
25869970,2,1.0,1.0,"This air bnb is cleaned with extra care and caution at this time. <br /><br />Paolo is an artist friend of ours. Living his life in Spain. His canvas's were the inspiration of our airbnb, the ladder of life representing the journey and climb to find continuous imagination and inspiration. Light, color and space combined with the beauty of nature.<br />Photo shoots allowed but need to be discussed<br /><br /><b>The space</b><br />The space is the top unit of a two story house with a wrap around deck.<br />Completely separate from our other Airbnb “The Hidden Lady”<br /><br /><b>Guest access</b><br />The top unit is all yours<br /><br /><b>Other things to note</b><br />We ask our guests to please remove shoes when in PAOLO’s LADDER<br /><br />We have a quiet neighborhood<br />PAOLO’s Ladder is designed for couples.",275,100.0,206.0,high
26665067,2,1.0,1.0,"Contact me for discount cash<br />For more than a month is US$30/day cash<br /><br />We chat: judypan1216<br />Line: berryttn<br /><br /><br />Hi!  We are Jen and James.<br />We're from Taiwan. We just bought this house. Happy to share our house with you.<br /><br />Everything is prepared just bring your toothbrush and toothpaste. You can use the kitchen. Including coffee,  tea,  chocolate.<br /><br />Location is safe and convenient<br />supermarkets and restaurants nearby. <br />Outdoor chairs in my backyard, very relaxing!<br /><br /><b>The space</b><br />It's a self check-in room, check-in time from 4 pm - flexible.<br />No smoking, no mariwana, no drug, please!<br /><br />Location:  Ivar Ave Rosemead CA USA<br />Bus station: 3 min walking<br />Supermarket & restaurants 5 min walking<br />Huntington Library Cactus Park 10 min driving<br />LA city 15-20 min driving<br />Universal Studio 35 min driving<br />Disney 35 min driving<br />Long Beach 40 min driving<br /><br /><b>Guest acces",66,90.0,37.0,low
49000201,4,2.0,3.0,"Enjoy this private home, located in a safe and quiet neighborhood. Close enough to Los Angeles so it is an easy drive when needed but far away enough that it feels like you are truly on a vacation . Private entry with keycode, private washer/dryer, full kitchen amenities, fast WIFI, cable TV.  We are close to public transportation, major freeways, banks, markets, restaurants, The Americana on Brand, and only 8 miles to Burbank Airport, 17 miles from downtown LA, and 26 miles to LAX.<br /><br /><b>The space</b><br />This property is located in a historic area named Brockmont. The property is located near Kenneth village, where you can find coffee shops, restaurants, and different stores. Additionally, you have a path leading to the patio area, which is surrounded by beautiful flowers and trees.<br /><br /><b>Guest access</b><br />Keyless entry.<br /><br /><b>Other things to note</b><br />House Rules:<br /><br />- No parties or loud music is allowed <br /><br />-No smoking inside the hom",16,100.0,253.0,high
50756315,1,1.0,1.0,"모든방은 도미토리로 운영하고 있으며 아래층은 남자 8명 이층은 여자 12 명으로 구성되어 있습니다. 방은 2인실에서 5인실 까지 있습니다.(사이트 참조)<br /><br />★체크인 시간은 오후 2시부터 11시30분 까지만 가능 하십니다 . 예약전에 확인 부탁드립니다.<br />일찍 체크인을 원하시는 경우 짐만 보관가능 하시며 오후2시에 체크인 하실수 있습니다.<br />★퇴실후 짐보관은 하루낮 동안만 가능합니다.<br /><br />1.욕실용품으로 샴푸 바디워시 비누 치약 타올 헤어드라이어를 준비했습니다.<br />2.코로나 이후로 조식 제공을 하지 않습니다.<br />3.초고속 인터넷이 있습니다.<br />4.주차는 언제든 편안하게 이용하실수 있습니다. 하루 주차 이용료는 $5입니다.<br /><br /><b>The space</b><br />트윈사이즈 침대 5개가 있는 도미토리룸입니다.<br /><br /><b>Guest access</b><br />""여행에서 숙박은 MyStayLA처럼 내 집 같은 편안한 휴식처가 되어야 하고, 의사소통이 중요합니다""<br />저희 숙소는 한국어 ,영어와 일어가 가능합니다.<br />안녕하세요, 2018년 여름에 리모델링을 마치고 새롭게 문을 연 마이스테이LA(MyStay LA)입니다.<br />LA한인타운 남서쪽 Crenshaw Blvd 대로변에 위치해서 안전하고 교통이 편리합니다.<br />미서부 여행자들의 편안한 휴식처가 되어 드리도록 노력하고 있으며, 도보로 1분 거리에 버스정류장이 있어 유니온역 ,다운타운 ,베니스비치나 산타모니카를 한 번에 가실 수 있는 편리함도 있습니다.<br />-다운타운<br />-베버리힐즈<br />-할리우드<br />-유니버셜스튜디오<br />-헌팅턴 라이브러리<br />_케리미술관<br />등 차량으로 20분 내로 가실 수 있습니다<br />LAX 공항도 30분이면 가실 수 있습니다.<br />LAX 공항에서 오시는 분은 픽업서비스 신청이 가능합니다(예약시 연락 필수, 별도 요금).<",0,100.0,35.0,low
40894865,2,1.0,0.0,"My place is close to LA Convention Center, Staples center, USC, Downtown Los angeles, Dodger Stadium, Chinatown, Hollywood, Glendale, universal studios, The grand central market is walking distance. The room comes with parking in the building.  I have all my reviews off this listing on my profile, I had to resist this listing due to hosting laws changed in Los Angeles.<br /><br /><b>License number</b><br />HSR19-437698",4,90.0,75.0,low
49654634,4,1.0,2.0,"The space<br />The spacious home includes all the amenities that you'll need including a comfortable  beds, washer and dryer, fast wifi,  TVs with all the essential apps, a kitchen with a gas range and air fryer, nespresso coffee maker, microwave, a refrigerator, a very powerful AC/heating unit!<br /><br />Very Remote Work friendly!",0,90.0,208.0,high
7990019,1,1.0,1.0,"Beautiful single bedroom with a king size bed in West Los Angeles mansion available for private rental. This estate sits on lush grounds w/an oversized swimming pool & designer furnishing.  1 mile from UCLA, with surrounding areas, Beverly Hills, Hollywood, and Santa Monica. There is a bus stop across the street.<br />There is plenty of theaters, shops and restaurants 10min away.<br /><br />Breakfast and dinner are included in the overall price.<br /><br /><b>The space</b><br />Shared marble bathroom. View of the nice courtyard. Elevator available.<br /><br /><b>License number</b><br />HSR19-000666",24,100.0,70.0,low
8519906,4,2.0,2.0,"You will be amazed and delighted in staying at the best value of any condo in Hermosa Beach.  Boasting over 1100 square feet, this 2 bedroom, 2 bath condo is just 1 block to the sand.   You will have two on-site parking spaces.<br /><br /><b>The space</b><br />The kitchen is fully equipped with everything you need to cook and dine with, such as, pots, pans, utensils, cups, wine glasses, blender, coffee maker, pot holders, corkscrews, etc.  Even a panini maker.  All the comforts of home.<br /><br /><b>Guest access</b><br />This 13 unit building has both a security gate for your car and for entrance into the units.  You will have two on-site parking spaces.<br /> But you may not need to drive because we are only a ½ mile away south to King Harbor or a ½ mile away north to the Hermosa Beach Pier.  It is a very nice casual walk with shops and eateries along the way.<br /><br /><b>Other things to note</b><br />We include maid service once a month during your stay. <br /> Sorry N0 PETS allow",15,100.0,141.0,low
51233538,4,1.0,1.0,"Our charming one bedroom house is close to the best surfer's beach in LA - El Porto coffee shops, restaurants, and parks. Mins from the 105 and 405 as well as LAX. High speed internet ideal for work at home trips. A short LA drive to Hollywood, Santa Monica, and Venice. <br /><br />Relax and enjoy yourself, you’re in the City of Angels!<br /><br /><b>The space</b><br />Beautiful private, spacious and comfortable house. Natural lighting throughout. Super-speedy and reliable WiFi makes this the ideal situation for work from home vacations.<br /><br />We love our guests and strive to provide the best experience possible. Please familiarize yourself with these additional rules prior to booking<br /><br />> Booked guests only, please NO ADDITIONAL GUESTS allowed on the property (at any time of day), without host's prior agreement<br /><br />> NO PARTIES<br />-House equipped with monitoring system<br /><br />> NO PETS ALLOWED <br />-We are sorry but I have strong allergies. Please respect my",3,100.0,188.0,high
858343,2,1.0,1.0,"This 'Red Room' is one of 4 listing in the upstairs and own bathroom is attached. Full-bed and a sofa. Sleeps up to 2 guests.<br /><br /><b>The space</b><br />Full size bed  with a private bathroom attached.<br /><br /> 1920's classic Hollywood craftsman style large family home, recently renovated.<br /><br /><b>Guest access</b><br />Family living room with open fireplace and art work display. Large kitchen with all amenities, purified water. Laundry facilities. Large dining room with table for 8 chairs. High speed wi-fi. Gated parking. Large patio deck with meditation garden. Iron and the board... Ideal artistic setting for members of the creative community.",143,100.0,72.0,low
51448162,1,1.0,1.0,"Located on the west side of the USC campus.  <br />It takes you 7 minutes by bike and 20 minutes to walk to the USC Campus. <br /><br />- 1 Twin size bed <br />- Private bath <br />- Central AC, Heat.  <br />- Wi-FI",0,100.0,40.0,low
22835469,5,2.0,0.0,"Beautiful brand new condo inLA hot spot koreatown/hollywd.Everything in the unit is new and designed to give our guests the best stay in beautiful Los Angeles.Condo located super close to 101 freeway,Beverly Hills,Koreatown,and downtown Los Angeles.Hollywood sign can be seen from the building.Our guests are the most important thing to us.If there’s anything you every need during your stay,we will always provide it. smartTv in every bedroom,with spectrum high speed internet and cable-FREE PARKING<br /><br /><b>The space</b><br />We care Very much about our guests & try our very best to accommodate anything they might need during their stay with us<br /><br /><br />**Sorry NO PETS of any kind **host is SEVERELY ALLERGIC-We apologies about the inconvenience<br /><br />Washer and dryer in complex . Not inside unit",41,87.0,150.0,high
49142777,3,1.0,2.0,"Nearby stuff <br /><br />•Different Beaches 30min-1hr away🏖<br />•Dodger stadium 15 min away⚾️<br />•Universal Studio🎡<br />•Six flags 🎢 <br />•Disney land 🗺<br />•Theaters📽<br />•Museums🔅<br />•Escape the room LA<br />•Griffith Observatory <br />•DTLA 15-20 min away🌃<br />•Hollywood 15-25 min away🌴<br />•Beverly Hills 30 min away<br /><br /><b>The space</b><br />Upscale Condo w/ GORGEOUS MOUNTAIN VIEWS & DOWNTOWN GLENDALE VIEW. with Walking distance to The AMERICANA & GALLERIA MALL ! Located to all LA hot spots. Plan your day out working or exploring LA.<br />You’ll be within 10-15min to DTLA, Hollywood, Dodger Stadium, Zoo, Universal Studios. This place is very SAFE and QUIET.<br /><br />-1 FREE parking space <br />-Full Size Kitchen w/ utensils & appliances.<br />-FREE wifi<br />-TV with Netflix/YouTube <br />-Professionally Cleaned & Managed  <br />-1Bedroom & sofa turns into a sofa bed.<br />-Washer/Dryer only<br /><br /><b>Guest access</b><br />ALL amenities except POOL/GYM do to",27,100.0,185.0,high
28811971,4,1.0,2.0,"Nearby markets ,bank,post office,bus stations,restaurants,<br /><br /><b>The space</b><br />Very big yard with a swimming pool and   a basketball court.<br /><br /><b>Guest access</b><br />Kitchen ,living room,Tv,laundry room,backyard,swimming pool,patio are shared<br /><br /><b>Other things to note</b><br />Keep clean in the house",2,0.0,100.0,low
642358,1,1.0,1.0,"Bright modern loft with Queen bed. Walk to beach, shops, restaurants and nightlife. Perfect location. I'm looking for someone to share part time or that wants to barter or swap housing. Renting, charging is not allowed in this area so only donations or trades can be accepted!<br /><br /><b>The space</b><br />Hello, I have a furnished loft space in a modern apartment that will be available. There are large windows throughout and is very bright and airy.<br />The apartment is walking distance to Santa Monica beach and pier, Third Street Promenade, and many shops, restaurants, tennis courts and nightlife. Refrigerator, stove, toaster oven and panini grill, dishwasher, blender, microwave.<br /><br />There is a Flat screen tv with a bluray dvd player, basic cable, wifi and internet tv. Easy street parking.<br /><br />The location is perfect and a bike and surfboard can be made available with additional fees.<br /><br />There are pay laundry machines on site.<br />This is a no smoking & no p",0,40.0,85.0,low
27371559,4,1.0,2.0,"Cozy and authentic, this one-bedroom apartment is a real haven for those looking to stay in Hollywood for a short or little longer. You'll love this bright furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and stylish living room.  Ideally located, you’re close to all the best that Hollywood has to offer including an array of shops, restaurants, the Chinese Theater, the Hollywood Bowl, universal Studios and the infamous walk of fame.<br /><br /><b>The space</b><br />Thoughtfully designed with modern furnishings, and a fully-equipped kitchen, you’ll enjoy that “I’m home” feeling with this apartment. Whether you’re lounging in your comfortable living room streaming the latest and greatest entertainment on the smart TV or getting some well-earned rest on the superior quality mattress with luxury linens, you’ll fall in love with everything this apartment has to offer.<br />✓4K Smart TV in Living Room <br />✓100% Non-Smoking <br />✓Laundry Facility On Site<br />",28,60.0,159.0,high
51719077,3,1.0,0.0,"You won’t forget your time in this romantic, memorable place.i have a mini one bedroom available for sleep in. The guest is not allow to move the boat or have party or excessive none guest on the boats the location has restaurant and shopping around the location.. the area where the vessel is  park is a  prime location  and the surrounding is refreshing if you trying to look for a gateways do not look farter<br /><br /><b>The space</b><br />The guest can stay on the boat and get the feeling of living on a boat experience and what marina del rey has to offer",0,100.0,175.0,high
20216841,6,2.0,5.0,"My peaceful 2-bedroom apartment has everything you need for your Long Beach trip. It is just renovated A to Z. it is very clean and natural light. The unit comes with a washer, a dryer, and a barbecue. During your stay, you can also enjoy using a convenient kitchen and living room. Our apartment is within walking distance to restaurants, bus routes, and beaches. Very cozy and warm place to spend time with families and friends. An ideal base to explore Long Beach.<br /><br /><b>The space</b><br />Our spacious apartment unit is available for families, business groups, etc,. it is very clean and has everything what you need during your stay. We renovated all our units in the building to give our customers relax and clean space for their vacation. All the furniture and beddings are brand new. The space being offered for rent whole unit and available as a private bedroom too.<br /><br />Our apartment has a spacious and bright living room. We have a 42” television in the living room that you",196,100.0,184.0,high
45497040,6,3.0,3.0,"Nice, clean, tree-lined street home with huge patio, gym, office space with 2 desks, wifi, tv & 4 blocks to the strand/beach!!!  Bike paths, trails and lots of great restaurants in neighborhood.",1,100.0,275.0,high
13100136,2,1.0,1.0,Well maintained house. Large size master room with private bath. Convenient and close to everything.,0,80.0,32.0,low
48836624,1,1.0,1.0,Venture into the heart of Los Angeles while staying at this perfect humble abode. With a convenient location and a cozy ambience you can't beat this deal. This clean and sleek private room was designed for the comfort and fulfillment of every one of your needs. We do our best to guarantee our guests a wonderful stay!<br /><br /><b>Other things to note</b><br />5 shared bathrooms.,14,99.0,70.0,low
48299336,4,2.0,3.0,2 bedrooms located in Korea town with queen size bed and queen sofa bed.,0,99.0,100.0,low
48826842,2,1.0,1.0,"Easy walking distance to the many cafes, bars and restaurants on York Blvd.  Private separate cottage on our modern family property. Lots of light and space with a charming sleeping loft w/Queen bed. Large mahogany kitchen table ideal for a relaxing meal or spread out and work in comfort on fast Wifi. Comfy sofa w/smart TV for streaming when the work is done. <br />Our modern kitchen has all the modern comforts one needs for a home cooked meal. Private outdoor space to relax in the CA sunshine.<br /><br /><b>The space</b><br />Nestled in eclectic Highland Park. A few minutes walk from York Blvd with its many bars and food spots. Donut Friend, The York, Town Pizza and Joy the popular modem Taiwanese eatery. <br />Figueroa Blvd is close that offers more bars and restaurants. Hippo, Kitchen Mouse & Cafe Birdie, and the gorgeous prohibition era Highland Park Bowl. Debs Park is close for hikes with a view of the mountains & DTLA.  There are too many great spots to mention but I’m happy to g",2,100.0,120.0,low
49929565,6,3.0,3.0,家具家电齐全，150M高速Wi-Fi丶冰箱丶烤箱丶微波炉，洗碗机洗涤，全套厨具，洗衣机烘干机。高档硬床垫，全套床上用品。私家车库免费停车。,1,86.0,220.0,high
26309318,1,1.0,1.0,"**** We do not cancel reservations on our guests ****<br />Situated in one of the best luxury condominiums, the penthouse offers great views, top amenities, TV in the room, art decor. If you are in town for vacation and want to do some celebrity sighting, just have a morning coffee at the neighboring Four Seasons hotel. Ralph’s and Bristol Farms are only 3-minute walk for your grocery shopping convenience. Going around the hip places in West Hollywood will cost you around $5-7.",0,0.0,100.0,low
31883671,3,1.0,1.0,"Come enjoy the Best of what Hollywood has to offer in the comfort of your own Home. Avoid the traffic and excruciating hotel Fees in our Modern cozy home in the heart of Hollywood. Close enough to all the activities but set in a quiet residential neighborhood far enough away from the tourist traffic. A short drive to all Hollywood iconic landmarks, Sunset Strip and Hollywood night scene, Beverly Hills and  Downtown Los Angeles. Close to Santa Monica, Venice and Malibu Beaches.<br /><br /><b>The space</b><br />The property has a private driveway with 2 car parking access as parking is very limited in neighborhood.<br /><br /><b>Other things to note</b><br />There are video cameras on the exterior of the house watching the surrounding vicinity.",17,100.0,135.0,low
42196467,2,1.0,2.0,"Shared room for girls in a coliving clubhouse, Located near the University of Southern California, close to Downtown LA. 2 singe beds, but you can instantly book only ONE BED. Please, ASK for availability BEFORE booking more than one bed! Our guests are students, artists, travelers, creative types and young professionals - age range 20s to mid 30s We provide: - Large co-working area - Free WiFi - Bedding and towel for your use - Fully equipped kitchen - Free washer and dryer and the detergent.",0,95.0,30.0,low
16937378,1,1.0,1.0,"Our home is a 10 minute walk to The Pacific Ocean, 5 minutes to Live Oak Park, 7 minutes to downtown Manhattan Beach, 3 miles to LAX and 13 miles to Downtown Los Angeles.  We are across the street from the ""Parkway"" walking path that winds down through Hermosa Beach down to Redondo. You’ll love the fully equipped, modern kitchen, the cozy decor and a find a friendly welcome. Great for solo adventurers and business travelers. Sunshine virtually all year round!<br /><br /><b>The space</b><br />Each Guest Room is ""en suite"", with a Private Bathroom.<br /><br /><b>Guest access</b><br />Guests can use our fully equipped Kitchen, Family Room, Living Room and Front and Rear Deck (equipped with Sun Lounges and Grill), wifi and laundry.  Parking available on the street.<br /><br /><b>Other things to note</b><br />Coffee available in the morning.",3,100.0,99.0,low
50002409,5,2.0,2.0,"Newly renovated spacious 2bed/2bath apartment with large walk-in closet, located just a few blocks away from The Beverly Center and the Golden Triangle.<br /><br />The apartment also features a washer & dryer and a balcony.<br /><br />*Photos of the apartment coming soon",1,85.0,150.0,high
45618680,2,1.0,1.0,"Architectural Dream House. Custom built modern house with incredible design details. Three story house with roof deck. Near Sunset blvd, Bel Air, Beverly Hills, and UCLA near by.<br /><br />Entire house-1 bdrm 1.5 bath - sleeps 2<br />outdoor seating for dining, tanning, relaxing<br />newly build custom home<br /><br />-1 cal king beds<br />-sofa<br />-one driveway parking spot and parking on street<br />-washer dryer<br />-open airy modern style home<br />-5 minutes from UCLA<br />-roof deck<br />-gym<br /><br /><b>The space</b><br />Welcome to your home away from home. The home is a newly built architecture marvel located in beverly Glen. The home has 4 levels allowing you to enjoy each part of the space. <br /><br />First Floor:<br />When entering the home, the first floor is set up as a gym and as additional seating area.<br /><br />Second Floor: <br />Walking up to the second story you will enjoy the beautifully designed kitchen with a center island giving you additional prep area",29,100.0,649.0,high
30320899,4,1.0,1.0,"Smack in the heart of Venice, this stylish home is in close proximity to the best restaurants, bars and coffee shops in the area.  Thoughtfully designed with unique details throughout, an authentic mid century Malm fireplace, hanging swing chair, brand new appliances and outdoor courtyard.<br /><br /><b>The space</b><br />Brand new renovation, designed to provide a fun boutique hotel like experience complete with plush robes, a Nespresso machine, smart TV and stylish furnishings.<br /><br /><b>Guest access</b><br />The home is private with access to shared courtyard.",59,46.0,125.0,low
44811948,4,1.0,1.0,"Excellent location for nurses very quiet, no kids in the building, with cleaning and Sanitation!<br />This is full one bedroom one bathroom Apartament with parking.<br />Fully equipped ready yo give welcome Home<br />Queen size bed, walking closet<br />Remodeled bathroom, washer and dryer in side off the apartment <br />Fully kitchen equipped with gas stove, over the counter microwave refrigerator<br />Tv, wifi and PARKING!<br /><br /><b>The space</b><br />Full Apartament<br /><br /><b>Guest access</b><br />Full Apartament and PARKING<br /><br /><b>Other things to note</b><br />Is the back lower unit",5,100.0,89.0,low
42770738,12,6.0,7.0,"CLICK 'Contact Host' to inquire. DON'T click 'Request to Book' and block the dates UNTIL YOU SIGN the RENTAL CONTRACT. REVIEW ALL 25 HOUSE RULES BELOW 'BEFORE' INQUIRING.<br />- 8,500 SQFT LIVING SPACE <br />- 2020 BUILT NEW HOUSE<br />- SPECIALLY DESIGNED TO HOST VIP FAMILIES<br />- HIGH SPEED 5G WI-FI <br />- MOVIE ROOM<br />- GYM<br />- ROOFTOP<br />- BBQ (Extra)<br />- GUEST HOUSE<br />- HEATED POOL & SPA (Heating Extra)<br />- DAILY MAID SERVICE (Extra)<br />- PRIVATE CHEF (Extra)<br />- FULLY EQUIPPED KITCHEN<br />- ENSUITE BATHROOMS<br />- 3 FREE PARKING SPACES<br /><br /><b>The space</b><br />YOUR OWN PERSONAL BEVERLY HILLS RESORT! STEPS AWAY FROM BEVERLY HILLS & WeHo LANDMARKS.<br /><br />ROYALTY STYLE LIVING! <br />8,500 sqft brand new, 2019 built MEGA MANSION with impeccable architectural details. Has been custom designed to host VIP & ROYAL families and meant to excite with the most discerning of details. Our guests include world famous personalities, Fortune 500 and Royal ",8,100.0,2690.0,high
27652450,2,1.0,1.0,"private room and bathroom in beautiful view house 8 minutes from south bay beaches overlooking Torrance airport<br /><br /><b>The space</b><br />With breathtaking views from Santa Monica  bay  to San pedro  sit relax bbq and watch the city go about its business.<br /><br /><b>Guest access</b><br />Rear patio,kitchen,dining room,living room,bbq, guest's should feel at home with us and enjoy there  stay.<br /><br /><b>Other things to note</b><br />Have fun",40,100.0,65.0,low
38372141,2,1.0,1.0,"Show up and start living from day one in Los Angeles with this exquisite one-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Westwood home with stunning balcony views over the city. (#LAX148)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Los Angeles vibes or bring the entertainment to you with the premium wireless speaker or smart TV. <br /><br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom apartment include an on-site:<br />  <br />- In-Building Laundry<br />- Pet Friendly<br />- Swimming Pool<br />- Gym<br />- Sauna/Steam Room<br />- Indoor",1,100.0,213.0,high
35881653,8,2.0,2.0,"****We follow CDC guidelines by doing our part to help all of our guests stay safe. We  properly clean and disinfect frequently touched surfaces before all check-in's.****<br /><br />Completely renovated, professionally designed and ready for you to enjoy as you explore everything LA has to offer. This 2 bed/1.5 bath is situated in the heart of Inglewood, CA.  Minutes from LAX Airport, the Forum, and the new SoFi Stadium. Gated entry, self check-in, WiFi, LED 4K HDR TV with Directv, and full kitchen.<br /><br /><b>The space</b><br />This space offers other features to help make your stay more enjoyable. A Nest Learning Thermostat controls both your heating and air conditioning for your comfort. Two bedrooms with queen sized memory foam mattresses ensures you have a great night's sleep. We are fully stocked with towels, linens and basic toiletries. The kitchen comes with stainless steel appliances and cooking essentials. Additional sleeping arrangements include a queen sized pull out so",152,100.0,130.0,low
13247463,4,3.0,2.0,"My place is close to Topanga State Park. You’ll love my place because of the views, the location, and the people. My place is good for couples and families (with kids).",0,20.0,115.0,low
4589154,2,1.0,1.0,"This is a modern high rise condo with a panoramic view of the Pacific Ocean and the legendary Queen Mary in the Long Beach Bay.   Previous Model Home unit for the 29 story building of nice layout and best location with 900 sqft of living space.<br /><br /><b>The space</b><br />Best Location. Best View.  Most Convenient.  High Class.  24 Hour Concierge.   Built 2008. <br /><br />Within 30 Minutes drive sends you to almost every key point in the Greater Los Angeles area including 3 Airports, Museums, Resorts,  Performing Arts, 3 Convention Centers (LA, Long Beach, Anaheim). Walking distance to convention center, night entertainment, many nice restaurants, theaters, bus stations, etc.  Enterprise car rental next door just in case, 5 others close by.<br /><br />Meet you the first night showing around and you are to go.  Pick up the key personally when you leave.<br /><br />Convenient to everything you would enjoy -- bicycle lanes, ocean view and breeze, great diversified restaurants, shopp",23,100.0,145.0,high
51847135,4,1.0,2.0,"HWH Luxury Living is writing a new chapter in luxury historic urban living in downtown Los Angeles. Enjoy the best, modern interiors Los Angeles has to offer with features like ceiling speakers with Bluetooth technology, app-based control of home lighting, appliances, and air conditioning, and jacuzzi tubs and rain showers in bathrooms. Each apartment is styled and crafted with the latest technology and newest appliances.<br /><br /><b>The space</b><br />Historic Urban Apartments in DTLA is the new Modern History with Luxury. With a uniquely antique look on the outside and modern amenities inside, you will find yourself in luxury like never before. Our chic 1 bedroom furnished apartments in LA offer a host of modern amenities including a fully equipped kitchen, in-suite laundry facilities, complimentary high-speed internet, fresh linens, towels and welcome toiletries, large windows that show off amazing panoramic views of the city skyline and approved pets are welcome too! Guests also ",1,95.0,350.0,high
48809025,2,1.0,1.0,"Your home is your sanctuary. Escape from the bustle of LA in an airy Miracle Mile oasis. Here, you are minutes from everything but still feel like you’re getting away from it all. Start your morning with coffee and maybe a pastry at Roji bakery. Then relax in our serene yoga/meditation room. If you like cooking, our kitchen is well-stocked. Or walk to one of the many near-by restaurants! End your day with a drink at one of the neighborhood bars. Enjoy your visit!",0,75.0,100.0,low
49214285,1,1.0,2.0,"""Cozy private room/Qbed/TV in room/Private bathroom""",0,67.0,1200.0,high
